p,rep,n_flipped,proto_f1,Mistral KG-RAG Plausibility,Mistral RAG Association,Mistral RAG Temporality,Mistral LLM Plausibility
0.02,158,4,0.38,0.6923076923076923,0.684931506849315,0.5128205128205128,0.6329113924050633
0.02,159,4,0.3541666666666667,0.6842105263157895,0.6619718309859155,0.5132743362831859,0.6233766233766234
0.02,160,3,0.3917525773195876,0.6928104575163399,0.6713286713286714,0.5263157894736842,0.6193548387096774
0.02,161,3,0.3917525773195876,0.6797385620915033,0.6713286713286714,0.5263157894736842,0.632258064516129
0.02,162,2,0.40816326530612246,0.7012987012987013,0.6805555555555556,0.5391304347826087,0.6282051282051282
0.02,163,0,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.02,164,5,0.35789473684210527,0.6622516556291391,0.6666666666666666,0.5,0.5882352941176471
0.02,165,3,0.3917525773195876,0.6928104575163399,0.6853146853146853,0.5263157894736842,0.632258064516129
0.02,166,7,0.3516483516483517,0.6666666666666666,0.6423357664233577,0.48148148148148145,0.5771812080536913
0.02,167,2,0.3958333333333333,0.6973684210526315,0.6901408450704225,0.5132743362831859,0.6233766233766234
0.02,168,4,0.3877551020408163,0.7142857142857143,0.6666666666666666,0.5217391304347826,0.6153846153846154
0.02,169,3,0.3917525773195876,0.6797385620915033,0.6573426573426573,0.5263157894736842,0.6193548387096774
0.02,170,5,0.3838383838383838,0.6967741935483871,0.6482758620689655,0.5344827586206896,0.6242038216560509
0.02,171,1,0.37894736842105264,0.6887417218543046,0.6666666666666666,0.5178571428571429,0.6143790849673203
0.02,172,2,0.3958333333333333,0.6842105263157895,0.6619718309859155,0.5309734513274337,0.6363636363636364
0.02,173,0,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.02,174,1,0.3917525773195876,0.7058823529411765,0.6713286713286714,0.5263157894736842,0.632258064516129
0.02,175,4,0.4166666666666667,0.6973684210526315,0.6901408450704225,0.5663716814159292,0.6103896103896104
0.02,176,4,0.40816326530612246,0.7012987012987013,0.6944444444444444,0.5217391304347826,0.6153846153846154
0.02,177,3,0.3711340206185567,0.7189542483660131,0.6573426573426573,0.5087719298245614,0.6451612903225806
0.02,178,1,0.4,0.6887417218543046,0.6808510638297872,0.5357142857142857,0.6143790849673203
0.02,179,0,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.02,180,0,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.02,181,1,0.3917525773195876,0.7058823529411765,0.6713286713286714,0.543859649122807,0.632258064516129
0.02,182,2,0.3958333333333333,0.6973684210526315,0.6619718309859155,0.5486725663716814,0.6363636363636364
0.02,183,1,0.3917525773195876,0.6928104575163399,0.6853146853146853,0.5263157894736842,0.6193548387096774
0.02,184,8,0.391304347826087,0.7027027027027027,0.6666666666666666,0.5137614678899083,0.6133333333333333
0.02,185,3,0.3917525773195876,0.6928104575163399,0.6853146853146853,0.543859649122807,0.6064516129032258
0.02,186,6,0.375,0.6710526315789473,0.647887323943662,0.5132743362831859,0.6233766233766234
0.02,187,1,0.41237113402061853,0.7058823529411765,0.6853146853146853,0.543859649122807,0.632258064516129
0.02,188,1,0.3917525773195876,0.6928104575163399,0.6713286713286714,0.5263157894736842,0.632258064516129
0.02,189,4,0.3829787234042553,0.68,0.6571428571428571,0.5045045045045045,0.5921052631578947
0.02,190,3,0.3917525773195876,0.6797385620915033,0.6853146853146853,0.5087719298245614,0.632258064516129
0.02,191,5,0.4,0.6754966887417219,0.6524822695035462,0.5357142857142857,0.6143790849673203
0.02,192,1,0.3917525773195876,0.7058823529411765,0.6713286713286714,0.5263157894736842,0.632258064516129
0.02,193,4,0.3958333333333333,0.6842105263157895,0.647887323943662,0.5132743362831859,0.6103896103896104
0.02,194,0,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.02,195,3,0.3838383838383838,0.6838709677419355,0.6620689655172414,0.5172413793103449,0.6242038216560509
0.02,196,2,0.3877551020408163,0.7012987012987013,0.6805555555555556,0.5217391304347826,0.6410256410256411
0.02,197,2,0.3958333333333333,0.6842105263157895,0.6619718309859155,0.5309734513274337,0.6233766233766234
0.02,198,0,0.3958333333333333,0.6973684210526315,0.676056338028169,0.5309734513274337,0.6233766233766234
0.02,199,4,0.4166666666666667,0.6842105263157895,0.676056338028169,0.5486725663716814,0.6233766233766234
0.02,200,2,0.3958333333333333,0.6842105263157895,0.676056338028169,0.5309734513274337,0.6233766233766234
0.05,1,7,0.35789473684210527,0.7019867549668874,0.6382978723404256,0.5178571428571429,0.6143790849673203
0.05,2,9,0.4,0.6490066225165563,0.6382978723404256,0.5,0.5751633986928104
0.05,3,8,0.3673469387755102,0.7142857142857143,0.6805555555555556,0.5217391304347826,0.6282051282051282
0.05,4,6,0.40816326530612246,0.7142857142857143,0.6527777777777778,0.5565217391304348,0.6153846153846154
0.05,5,5,0.3711340206185567,0.6797385620915033,0.6713286713286714,0.5087719298245614,0.6193548387096774
0.05,6,10,0.4,0.6923076923076923,0.6575342465753424,0.5470085470085471,0.6455696202531646
0.05,7,6,0.3617021276595745,0.6666666666666666,0.6428571428571429,0.5045045045045045,0.618421052631579
0.05,8,9,0.41237113402061853,0.6928104575163399,0.6573426573426573,0.5087719298245614,0.6064516129032258
0.05,9,10,0.36,0.6666666666666666,0.6301369863013698,0.5128205128205128,0.620253164556962
0.05,10,5,0.35051546391752575,0.7058823529411765,0.6713286713286714,0.5087719298245614,0.6193548387096774
0.05,11,3,0.37894736842105264,0.6754966887417219,0.6666666666666666,0.5,0.6143790849673203
0.05,12,6,0.3877551020408163,0.6753246753246753,0.6666666666666666,0.5043478260869565,0.6153846153846154
0.05,13,5,0.3870967741935484,0.6577181208053692,0.6474820143884892,0.5272727272727272,0.5960264900662252
0.05,14,11,0.3711340206185567,0.6928104575163399,0.6433566433566433,0.5087719298245614,0.6193548387096774
0.05,15,8,0.3958333333333333,0.6973684210526315,0.647887323943662,0.5132743362831859,0.6363636363636364
0.05,16,11,0.3711340206185567,0.6928104575163399,0.6433566433566433,0.5263157894736842,0.6064516129032258
0.05,17,9,0.3434343434343434,0.6838709677419355,0.6620689655172414,0.4827586206896552,0.5987261146496815
0.05,18,5,0.3917525773195876,0.6797385620915033,0.6573426573426573,0.5263157894736842,0.6064516129032258
0.05,19,6,0.3958333333333333,0.7105263157894737,0.676056338028169,0.5132743362831859,0.6363636363636364
0.05,20,4,0.3829787234042553,0.68,0.6428571428571429,0.5045045045045045,0.6052631578947368
0.05,21,5,0.40404040404040403,0.7096774193548387,0.6620689655172414,0.5344827586206896,0.6369426751592356
0.05,22,10,0.3673469387755102,0.7012987012987013,0.6944444444444444,0.5391304347826087,0.5897435897435898
0.05,23,11,0.41237113402061853,0.6666666666666666,0.6433566433566433,0.5263157894736842,0.6193548387096774
0.05,24,3,0.3917525773195876,0.6797385620915033,0.6573426573426573,0.5263157894736842,0.6193548387096774
0.05,25,14,0.38,0.6538461538461539,0.6301369863013698,0.49572649572649574,0.6075949367088608
0.05,26,9,0.3368421052631579,0.6754966887417219,0.6666666666666666,0.48214285714285715,0.6013071895424836
0.05,27,10,0.4,0.6666666666666666,0.684931506849315,0.5299145299145299,0.620253164556962
0.05,28,9,0.36363636363636365,0.6838709677419355,0.6206896551724138,0.5,0.6369426751592356
0.05,29,8,0.3877551020408163,0.6623376623376623,0.6388888888888888,0.5217391304347826,0.6153846153846154
0.05,30,10,0.3673469387755102,0.6493506493506493,0.6527777777777778,0.48695652173913045,0.6538461538461539
0.05,31,4,0.3958333333333333,0.6973684210526315,0.704225352112676,0.5486725663716814,0.6363636363636364
0.05,32,11,0.3883495145631068,0.7044025157232704,0.6577181208053692,0.5166666666666667,0.6459627329192547
0.05,33,7,0.40404040404040403,0.7096774193548387,0.6482758620689655,0.5172413793103449,0.6369426751592356
0.05,34,9,0.3917525773195876,0.6797385620915033,0.6573426573426573,0.5263157894736842,0.6193548387096774
0.05,35,4,0.4,0.6923076923076923,0.6575342465753424,0.5299145299145299,0.6455696202531646
0.05,36,7,0.37894736842105264,0.6490066225165563,0.624113475177305,0.5,0.5882352941176471
0.05,37,6,0.3617021276595745,0.6666666666666666,0.6428571428571429,0.5045045045045045,0.6052631578947368
0.05,38,6,0.41304347826086957,0.6621621621621622,0.6376811594202898,0.4954128440366973,0.5866666666666667
0.05,39,7,0.36363636363636365,0.6838709677419355,0.6896551724137931,0.5172413793103449,0.6369426751592356
0.05,40,8,0.375,0.6447368421052632,0.676056338028169,0.49557522123893805,0.5974025974025974
0.05,41,5,0.3838383838383838,0.6967741935483871,0.6482758620689655,0.5172413793103449,0.6369426751592356
0.05,42,4,0.4166666666666667,0.6973684210526315,0.6619718309859155,0.5663716814159292,0.6233766233766234
0.05,43,10,0.38,0.6923076923076923,0.6712328767123288,0.5299145299145299,0.6075949367088608
0.05,44,7,0.3711340206185567,0.6666666666666666,0.6573426573426573,0.5087719298245614,0.5935483870967742
0.05,45,4,0.40816326530612246,0.6883116883116883,0.6666666666666666,0.5391304347826087,0.6282051282051282
0.05,46,8,0.35294117647058826,0.6708860759493671,0.6486486486486487,0.48739495798319327,0.625
0.05,47,9,0.3838383838383838,0.6580645161290323,0.6758620689655173,0.5,0.6242038216560509
0.05,48,4,0.42857142857142855,0.7012987012987013,0.6527777777777778,0.5565217391304348,0.6025641025641025
0.05,49,13,0.3564356435643564,0.6624203821656051,0.5986394557823129,0.5084745762711864,0.6163522012578616
0.05,50,4,0.40816326530612246,0.7012987012987013,0.6805555555555556,0.5391304347826087,0.6282051282051282
0.05,51,5,0.3711340206185567,0.6797385620915033,0.6573426573426573,0.5263157894736842,0.6064516129032258
0.05,52,10,0.38,0.6666666666666666,0.6712328767123288,0.5128205128205128,0.620253164556962
0.05,53,10,0.3829787234042553,0.68,0.6571428571428571,0.5045045045045045,0.631578947368421
0.05,54,8,0.36,0.6794871794871795,0.6438356164383562,0.5299145299145299,0.6455696202531646
0.05,55,9,0.3711340206185567,0.6666666666666666,0.6853146853146853,0.5263157894736842,0.6193548387096774
0.05,56,7,0.37894736842105264,0.6754966887417219,0.6524822695035462,0.5,0.6405228758169934
0.05,57,9,0.3434343434343434,0.7096774193548387,0.6758620689655173,0.5172413793103449,0.6369426751592356
0.05,58,6,0.3958333333333333,0.6710526315789473,0.6619718309859155,0.5309734513274337,0.6233766233766234
0.05,59,3,0.41237113402061853,0.6928104575163399,0.6993006993006993,0.543859649122807,0.632258064516129
0.05,60,8,0.3673469387755102,0.6883116883116883,0.6666666666666666,0.5043478260869565,0.6666666666666666
0.05,61,8,0.3404255319148936,0.6533333333333333,0.6428571428571429,0.4864864864864865,0.618421052631579
0.05,62,6,0.3958333333333333,0.6973684210526315,0.6619718309859155,0.5309734513274337,0.6103896103896104
0.05,63,9,0.37623762376237624,0.7133757961783439,0.6530612244897959,0.5254237288135594,0.6540880503144654
0.05,64,9,0.4421052631578947,0.6754966887417219,0.6524822695035462,0.5714285714285714,0.5882352941176471
0.05,65,7,0.3917525773195876,0.6797385620915033,0.6853146853146853,0.5263157894736842,0.6193548387096774
0.05,66,6,0.375,0.6710526315789473,0.6619718309859155,0.49557522123893805,0.5974025974025974
0.05,67,9,0.3838383838383838,0.6967741935483871,0.6482758620689655,0.5,0.6242038216560509
0.05,68,4,0.3617021276595745,0.6666666666666666,0.6428571428571429,0.5045045045045045,0.5921052631578947
0.05,69,7,0.37623762376237624,0.7006369426751592,0.6530612244897959,0.4915254237288136,0.6415094339622641
